«÷Ω∫∆Ã ¿Âº“∏Ì,Ω«Ω√∞£ ¿Œ±∏«ˆ»≤,¿Âº“ »•¿‚µµ ¡ˆ«•,Ω«Ω√∞£ ¿Œ±∏ ¡ˆ«• √÷º“∞™,Ω«Ω√∞£ ¿Œ±∏ ¡ˆ«• √÷¥Î∞™,ªÛ¡÷ ¿Œ±∏ ∫Ò¿≤,∫ÒªÛ¡÷ ¿Œ±∏ ∫Ò¿≤,Ω«Ω√∞£ ¿Œ±∏ µ•¿Ã≈Õ æ˜µ•¿Ã∆Æ Ω√∞£
≥ÎµÈº∂,,ø©¿Ø,1000,1500,25.5,74.5,2024-11-23 12:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,25.1,74.9,2024-11-23 12:30
≥ÎµÈº∂,,ø©¿Ø,1000,1500,24.3,75.7,2024-11-23 12:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,22.1,77.9,2024-11-23 12:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,23.4,76.6,2024-11-23 13:00
≥ÎµÈº∂,,ø©¿Ø,1500,2000,20.2,79.8,2024-11-23 13:35
≥ÎµÈº∂,,ø©¿Ø,1500,2000,20.2,79.8,2024-11-23 13:45
≥ÎµÈº∂,,ø©¿Ø,1500,2000,20.0,80.0,2024-11-23 14:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,23.1,76.9,2024-11-23 14:15
≥ÎµÈº∂,,ø©¿Ø,1500,2000,21.2,78.8,2024-11-23 14:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,25.2,74.8,2024-11-23 14:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,23.4,76.6,2024-11-23 14:45
≥ÎµÈº∂,,ø©¿Ø,1500,2000,20.8,79.2,2024-11-23 14:55
≥ÎµÈº∂,,∫∏≈Î,1500,2000,18.6,81.4,2024-11-23 15:05
≥ÎµÈº∂,,∫∏≈Î,1500,2000,17.5,82.5,2024-11-23 15:35
≥ÎµÈº∂,,ø©¿Ø,1500,2000,20.7,79.3,2024-11-23 15:55
≥ÎµÈº∂,,ø©¿Ø,1500,2000,20.8,79.2,2024-11-23 16:05
≥ÎµÈº∂,,∫∏≈Î,1500,2000,20.3,79.7,2024-11-23 16:15
≥ÎµÈº∂,,∫∏≈Î,1500,2000,18.3,81.7,2024-11-23 16:25
≥ÎµÈº∂,,∫∏≈Î,2000,2500,16.0,84.0,2024-11-23 16:35
≥ÎµÈº∂,,∫∏≈Î,2000,2500,14.9,85.1,2024-11-23 16:45
≥ÎµÈº∂,,∫∏≈Î,2000,2500,14.8,85.2,2024-11-23 16:55
≥ÎµÈº∂,,∫∏≈Î,2000,2500,14.4,85.6,2024-11-23 17:05
≥ÎµÈº∂,,∫∏≈Î,2000,2500,13.9,86.1,2024-11-23 17:15
≥ÎµÈº∂,,∫∏≈Î,2000,2500,17.8,82.2,2024-11-23 17:50
≥ÎµÈº∂,,∫∏≈Î,1500,2000,18.2,81.8,2024-11-23 18:00
≥ÎµÈº∂,,∫∏≈Î,1500,2000,18.6,81.4,2024-11-23 18:10
≥ÎµÈº∂,,∫∏≈Î,1500,2000,19.4,80.6,2024-11-23 18:20
≥ÎµÈº∂,,∫∏≈Î,1500,2000,19.9,80.1,2024-11-23 18:30
≥ÎµÈº∂,,ø©¿Ø,1500,2000,22.3,77.7,2024-11-23 18:40
≥ÎµÈº∂,,∫∏≈Î,1500,2000,19.8,80.2,2024-11-23 18:50
≥ÎµÈº∂,,∫∏≈Î,1500,2000,19.6,80.4,2024-11-23 19:00
≥ÎµÈº∂,,∫∏≈Î,1500,2000,20.3,79.7,2024-11-23 19:10
≥ÎµÈº∂,,∫∏≈Î,1500,2000,21.0,79.0,2024-11-23 19:20
≥ÎµÈº∂,,ø©¿Ø,1500,2000,24.8,75.2,2024-11-23 19:30
≥ÎµÈº∂,,ø©¿Ø,1500,2000,26.1,73.9,2024-11-23 19:40
≥ÎµÈº∂,,ø©¿Ø,1500,2000,24.2,75.8,2024-11-23 19:50
≥ÎµÈº∂,,ø©¿Ø,1500,2000,26.4,73.6,2024-11-23 20:00
≥ÎµÈº∂,,ø©¿Ø,1500,2000,26.5,73.5,2024-11-23 20:10
≥ÎµÈº∂,,ø©¿Ø,1500,2000,26.5,73.5,2024-11-23 20:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,28.7,71.3,2024-11-23 20:30
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.3,70.7,2024-11-23 20:40
≥ÎµÈº∂,,ø©¿Ø,1500,2000,27.6,72.4,2024-11-23 20:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,30.6,69.4,2024-11-23 21:00
≥ÎµÈº∂,,ø©¿Ø,1000,1500,34.3,65.7,2024-11-23 21:10
≥ÎµÈº∂,,ø©¿Ø,1000,1500,30.3,69.7,2024-11-23 21:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,34.5,65.5,2024-11-23 21:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,39.5,60.5,2024-11-23 21:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,42.1,57.9,2024-11-23 22:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,43.6,56.4,2024-11-23 22:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,43.7,56.3,2024-11-23 22:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,45.1,54.9,2024-11-23 22:35
≥ÎµÈº∂,,ø©¿Ø,900,1000,52.6,47.4,2024-11-23 23:05
≥ÎµÈº∂,,ø©¿Ø,800,900,57.2,42.8,2024-11-23 23:15
≥ÎµÈº∂,,ø©¿Ø,800,900,55.7,44.3,2024-11-23 23:25
≥ÎµÈº∂,,ø©¿Ø,800,900,59.4,40.6,2024-11-23 23:45
≥ÎµÈº∂,,ø©¿Ø,800,900,61.0,39.0,2024-11-23 23:55
≥ÎµÈº∂,,ø©¿Ø,300,400,46.5,53.5,2024-11-24 00:05
≥ÎµÈº∂,,ø©¿Ø,300,400,45.8,54.2,2024-11-24 00:15
≥ÎµÈº∂,,ø©¿Ø,300,400,43.8,56.2,2024-11-24 00:25
≥ÎµÈº∂,,ø©¿Ø,300,400,48.7,51.3,2024-11-24 00:35
≥ÎµÈº∂,,ø©¿Ø,300,400,44.2,55.8,2024-11-24 00:45
≥ÎµÈº∂,,ø©¿Ø,300,400,47.0,53.0,2024-11-24 00:55
≥ÎµÈº∂,,ø©¿Ø,300,400,46.7,53.3,2024-11-24 01:15
≥ÎµÈº∂,,ø©¿Ø,300,400,43.4,56.6,2024-11-24 01:40
≥ÎµÈº∂,,ø©¿Ø,300,400,45.0,55.0,2024-11-24 01:50
≥ÎµÈº∂,,ø©¿Ø,300,400,56.7,43.3,2024-11-24 02:00
≥ÎµÈº∂,,ø©¿Ø,300,400,55.6,44.4,2024-11-24 02:20
≥ÎµÈº∂,,ø©¿Ø,300,400,56.2,43.8,2024-11-24 02:40
≥ÎµÈº∂,,ø©¿Ø,300,400,61.3,38.7,2024-11-24 02:50
≥ÎµÈº∂,,ø©¿Ø,300,400,63.2,36.8,2024-11-24 03:00
≥ÎµÈº∂,,ø©¿Ø,300,400,60.4,39.6,2024-11-24 03:10
≥ÎµÈº∂,,ø©¿Ø,300,400,63.8,36.2,2024-11-24 03:20
≥ÎµÈº∂,,ø©¿Ø,300,400,64.5,35.5,2024-11-24 03:30
≥ÎµÈº∂,,ø©¿Ø,300,400,62.3,37.7,2024-11-24 03:50
≥ÎµÈº∂,,ø©¿Ø,300,400,64.7,35.3,2024-11-24 04:00
≥ÎµÈº∂,,ø©¿Ø,300,400,65.3,34.7,2024-11-24 04:10
≥ÎµÈº∂,,ø©¿Ø,300,400,64.7,35.3,2024-11-24 04:20
≥ÎµÈº∂,,ø©¿Ø,300,400,64.7,35.3,2024-11-24 04:30
≥ÎµÈº∂,,ø©¿Ø,300,400,64.3,35.7,2024-11-24 04:40
≥ÎµÈº∂,,ø©¿Ø,300,400,64.3,35.7,2024-11-24 04:50
≥ÎµÈº∂,,ø©¿Ø,300,400,62.6,37.4,2024-11-24 05:10
≥ÎµÈº∂,,ø©¿Ø,400,500,58.6,41.4,2024-11-24 05:20
≥ÎµÈº∂,,ø©¿Ø,400,500,61.8,38.2,2024-11-24 05:35
≥ÎµÈº∂,,ø©¿Ø,400,500,61.6,38.4,2024-11-24 05:45
≥ÎµÈº∂,,ø©¿Ø,400,500,63.5,36.5,2024-11-24 05:55
≥ÎµÈº∂,,ø©¿Ø,400,500,58.1,41.9,2024-11-24 06:05
≥ÎµÈº∂,,ø©¿Ø,400,500,58.1,41.9,2024-11-24 06:25
≥ÎµÈº∂,,ø©¿Ø,400,500,55.5,44.5,2024-11-24 06:35
≥ÎµÈº∂,,ø©¿Ø,400,500,55.7,44.3,2024-11-24 06:45
≥ÎµÈº∂,,ø©¿Ø,400,500,58.5,41.5,2024-11-24 06:55
≥ÎµÈº∂,,ø©¿Ø,700,800,58.0,42.0,2024-11-24 07:05
≥ÎµÈº∂,,ø©¿Ø,600,700,59.5,40.5,2024-11-24 07:15
≥ÎµÈº∂,,ø©¿Ø,700,800,55.3,44.7,2024-11-24 07:25
≥ÎµÈº∂,,ø©¿Ø,700,800,56.5,43.5,2024-11-24 07:35
≥ÎµÈº∂,,ø©¿Ø,700,800,52.7,47.3,2024-11-24 08:05
≥ÎµÈº∂,,ø©¿Ø,800,900,47.7,52.3,2024-11-24 08:15
≥ÎµÈº∂,,ø©¿Ø,800,900,47.7,52.3,2024-11-24 08:25
≥ÎµÈº∂,,ø©¿Ø,900,1000,42.8,57.2,2024-11-24 08:35
≥ÎµÈº∂,,ø©¿Ø,800,900,44.3,55.7,2024-11-24 08:45
≥ÎµÈº∂,,ø©¿Ø,800,900,45.3,54.7,2024-11-24 08:55
≥ÎµÈº∂,,ø©¿Ø,800,900,41.4,58.6,2024-11-24 09:05
≥ÎµÈº∂,,ø©¿Ø,900,1000,39.4,60.6,2024-11-24 09:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,34.7,65.3,2024-11-24 09:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.1,67.9,2024-11-24 09:50
≥ÎµÈº∂,,ø©¿Ø,900,1000,35.0,65.0,2024-11-24 10:00
≥ÎµÈº∂,,ø©¿Ø,1000,1500,31.5,68.5,2024-11-24 10:10
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.2,67.8,2024-11-24 10:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,30.1,69.9,2024-11-24 10:30
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.2,70.8,2024-11-24 10:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.4,72.6,2024-11-24 10:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.8,72.2,2024-11-24 11:00
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.4,70.6,2024-11-24 11:10
≥ÎµÈº∂,,ø©¿Ø,1000,1500,30.1,69.9,2024-11-24 11:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,26.4,73.6,2024-11-24 11:30
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.4,72.6,2024-11-24 11:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,28.4,71.6,2024-11-24 11:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,28.9,71.1,2024-11-24 12:00
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.8,72.2,2024-11-24 12:10
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.0,71.0,2024-11-24 12:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,23.2,76.8,2024-11-24 12:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.0,73.0,2024-11-24 13:00
≥ÎµÈº∂,,ø©¿Ø,1000,1500,24.8,75.2,2024-11-24 13:10
≥ÎµÈº∂,,ø©¿Ø,1500,2000,24.4,75.6,2024-11-24 13:20
≥ÎµÈº∂,,ø©¿Ø,1500,2000,22.9,77.1,2024-11-24 13:45
≥ÎµÈº∂,,ø©¿Ø,1500,2000,23.8,76.2,2024-11-24 13:55
≥ÎµÈº∂,,∫∏≈Î,1500,2000,22.4,77.6,2024-11-24 14:05
≥ÎµÈº∂,,ø©¿Ø,1500,2000,23.3,76.7,2024-11-24 14:15
≥ÎµÈº∂,,ø©¿Ø,1500,2000,24.3,75.7,2024-11-24 14:25
≥ÎµÈº∂,,∫∏≈Î,1500,2000,22.6,77.4,2024-11-24 14:35
≥ÎµÈº∂,,∫∏≈Î,1500,2000,21.1,78.9,2024-11-24 14:45
≥ÎµÈº∂,,∫∏≈Î,1500,2000,20.6,79.4,2024-11-24 14:55
≥ÎµÈº∂,,∫∏≈Î,1500,2000,21.3,78.7,2024-11-24 15:35
≥ÎµÈº∂,,∫∏≈Î,1500,2000,21.0,79.0,2024-11-24 15:45
≥ÎµÈº∂,,∫∏≈Î,1500,2000,21.5,78.5,2024-11-24 15:55
≥ÎµÈº∂,,∫∏≈Î,1500,2000,21.1,78.9,2024-11-24 16:05
≥ÎµÈº∂,,∫∏≈Î,1500,2000,20.9,79.1,2024-11-24 16:15
≥ÎµÈº∂,,∫∏≈Î,1500,2000,20.2,79.8,2024-11-24 16:25
≥ÎµÈº∂,,∫∏≈Î,2000,2500,18.5,81.5,2024-11-24 16:35
≥ÎµÈº∂,,∫∏≈Î,2000,2500,17.5,82.5,2024-11-24 16:45
≥ÎµÈº∂,,∫∏≈Î,2000,2500,17.1,82.9,2024-11-24 16:55
≥ÎµÈº∂,,∫∏≈Î,2000,2500,17.2,82.8,2024-11-24 17:05
≥ÎµÈº∂,,∫∏≈Î,2000,2500,17.9,82.1,2024-11-24 17:15
≥ÎµÈº∂,,∫∏≈Î,2000,2500,19.2,80.8,2024-11-24 17:40
≥ÎµÈº∂,,∫∏≈Î,2000,2500,19.8,80.2,2024-11-24 17:50
≥ÎµÈº∂,,∫∏≈Î,2000,2500,20.5,79.5,2024-11-24 18:00
≥ÎµÈº∂,,∫∏≈Î,1500,2000,21.6,78.4,2024-11-24 18:10
≥ÎµÈº∂,,∫∏≈Î,1500,2000,22.1,77.9,2024-11-24 18:20
≥ÎµÈº∂,,∫∏≈Î,1500,2000,23.5,76.5,2024-11-24 18:30
≥ÎµÈº∂,,∫∏≈Î,1500,2000,22.6,77.4,2024-11-24 18:40
≥ÎµÈº∂,,∫∏≈Î,1500,2000,23.8,76.2,2024-11-24 18:50
≥ÎµÈº∂,,∫∏≈Î,1500,2000,24.4,75.6,2024-11-24 19:00
≥ÎµÈº∂,,∫∏≈Î,1500,2000,25.0,75.0,2024-11-24 19:10
≥ÎµÈº∂,,∫∏≈Î,1500,2000,24.6,75.4,2024-11-24 19:20
≥ÎµÈº∂,,∫∏≈Î,1500,2000,25.8,74.2,2024-11-24 19:30
≥ÎµÈº∂,,∫∏≈Î,1500,2000,25.5,74.5,2024-11-24 19:40
≥ÎµÈº∂,,∫∏≈Î,1500,2000,25.0,75.0,2024-11-24 19:50
≥ÎµÈº∂,,∫∏≈Î,1500,2000,26.9,73.1,2024-11-24 20:00
≥ÎµÈº∂,,∫∏≈Î,1500,2000,26.9,73.1,2024-11-24 20:10
≥ÎµÈº∂,,ø©¿Ø,1500,2000,30.5,69.5,2024-11-24 20:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,33.6,66.4,2024-11-24 20:30
≥ÎµÈº∂,,ø©¿Ø,1000,1500,35.4,64.6,2024-11-24 20:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,38.1,61.9,2024-11-24 21:00
≥ÎµÈº∂,,ø©¿Ø,1000,1500,38.5,61.5,2024-11-24 21:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,44.2,55.8,2024-11-24 21:35
≥ÎµÈº∂,,ø©¿Ø,900,1000,50.7,49.3,2024-11-24 21:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,50.6,49.4,2024-11-24 22:05
≥ÎµÈº∂,,ø©¿Ø,900,1000,53.0,47.0,2024-11-24 22:25
≥ÎµÈº∂,,ø©¿Ø,900,1000,57.3,42.7,2024-11-24 22:35
≥ÎµÈº∂,,ø©¿Ø,900,1000,59.8,40.2,2024-11-24 22:45
≥ÎµÈº∂,,ø©¿Ø,900,1000,61.2,38.8,2024-11-24 22:55
≥ÎµÈº∂,,ø©¿Ø,900,1000,62.0,38.0,2024-11-24 23:05
≥ÎµÈº∂,,ø©¿Ø,900,1000,60.7,39.3,2024-11-24 23:15
≥ÎµÈº∂,,ø©¿Ø,900,1000,60.4,39.6,2024-11-24 23:25
≥ÎµÈº∂,,ø©¿Ø,800,900,66.8,33.2,2024-11-24 23:45
≥ÎµÈº∂,,ø©¿Ø,800,900,67.2,32.8,2024-11-24 23:55
≥ÎµÈº∂,,ø©¿Ø,700,800,65.7,34.3,2024-11-25 00:05
≥ÎµÈº∂,,ø©¿Ø,700,800,67.3,32.7,2024-11-25 00:15
≥ÎµÈº∂,,ø©¿Ø,700,800,67.1,32.9,2024-11-25 00:25
≥ÎµÈº∂,,ø©¿Ø,600,700,71.1,28.9,2024-11-25 00:35
≥ÎµÈº∂,,ø©¿Ø,700,800,70.6,29.4,2024-11-25 00:45
≥ÎµÈº∂,,ø©¿Ø,600,700,70.1,29.9,2024-11-25 01:10
≥ÎµÈº∂,,ø©¿Ø,600,700,69.6,30.4,2024-11-25 01:20
≥ÎµÈº∂,,ø©¿Ø,600,700,70.2,29.8,2024-11-25 01:30
≥ÎµÈº∂,,ø©¿Ø,500,600,74.6,25.4,2024-11-25 01:40
≥ÎµÈº∂,,ø©¿Ø,500,600,75.2,24.8,2024-11-25 01:50
≥ÎµÈº∂,,ø©¿Ø,500,600,74.0,26.0,2024-11-25 02:00
≥ÎµÈº∂,,ø©¿Ø,500,600,74.8,25.2,2024-11-25 02:10
≥ÎµÈº∂,,ø©¿Ø,500,600,73.7,26.3,2024-11-25 02:20
≥ÎµÈº∂,,ø©¿Ø,500,600,74.7,25.3,2024-11-25 02:30
≥ÎµÈº∂,,ø©¿Ø,500,600,73.2,26.8,2024-11-25 02:40
≥ÎµÈº∂,,ø©¿Ø,500,600,72.9,27.1,2024-11-25 02:50
≥ÎµÈº∂,,ø©¿Ø,500,600,75.2,24.8,2024-11-25 03:00
≥ÎµÈº∂,,ø©¿Ø,500,600,75.2,24.8,2024-11-25 03:20
≥ÎµÈº∂,,ø©¿Ø,500,600,74.8,25.2,2024-11-25 03:30
≥ÎµÈº∂,,ø©¿Ø,500,600,74.7,25.3,2024-11-25 03:40
≥ÎµÈº∂,,ø©¿Ø,500,600,73.8,26.2,2024-11-25 03:50
≥ÎµÈº∂,,ø©¿Ø,500,600,76.7,23.3,2024-11-25 04:00
≥ÎµÈº∂,,ø©¿Ø,500,600,75.5,24.5,2024-11-25 04:10
≥ÎµÈº∂,,ø©¿Ø,500,600,72.7,27.3,2024-11-25 04:20
≥ÎµÈº∂,,ø©¿Ø,600,700,71.8,28.2,2024-11-25 04:45
≥ÎµÈº∂,,ø©¿Ø,600,700,69.3,30.7,2024-11-25 04:55
≥ÎµÈº∂,,ø©¿Ø,600,700,71.7,28.3,2024-11-25 05:05
≥ÎµÈº∂,,ø©¿Ø,700,800,66.4,33.6,2024-11-25 05:15
≥ÎµÈº∂,,ø©¿Ø,700,800,66.3,33.7,2024-11-25 05:25
≥ÎµÈº∂,,ø©¿Ø,700,800,66.7,33.3,2024-11-25 05:35
≥ÎµÈº∂,,ø©¿Ø,800,900,61.5,38.5,2024-11-25 05:45
≥ÎµÈº∂,,ø©¿Ø,800,900,61.9,38.1,2024-11-25 05:55
≥ÎµÈº∂,,ø©¿Ø,800,900,58.8,41.2,2024-11-25 06:05
≥ÎµÈº∂,,ø©¿Ø,800,900,55.3,44.7,2024-11-25 06:15
≥ÎµÈº∂,,ø©¿Ø,900,1000,49.3,50.7,2024-11-25 06:35
≥ÎµÈº∂,,ø©¿Ø,900,1000,48.3,51.7,2024-11-25 06:45
≥ÎµÈº∂,,ø©¿Ø,900,1000,46.8,53.2,2024-11-25 06:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,41.7,58.3,2024-11-25 07:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,40.1,59.9,2024-11-25 07:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.6,67.4,2024-11-25 07:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,34.2,65.8,2024-11-25 07:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.1,67.9,2024-11-25 07:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,31.0,69.0,2024-11-25 07:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.6,70.4,2024-11-25 08:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,26.7,73.3,2024-11-25 08:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,26.5,73.5,2024-11-25 08:30
≥ÎµÈº∂,,ø©¿Ø,1000,1500,25.6,74.4,2024-11-25 08:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,28.2,71.8,2024-11-25 08:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,26.6,73.4,2024-11-25 09:00
≥ÎµÈº∂,,ø©¿Ø,1000,1500,23.0,77.0,2024-11-25 09:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,23.1,76.9,2024-11-25 09:30
≥ÎµÈº∂,,ø©¿Ø,800,900,28.9,71.1,2024-11-25 09:50
≥ÎµÈº∂,,ø©¿Ø,700,800,29.7,70.3,2024-11-25 10:00
≥ÎµÈº∂,,ø©¿Ø,700,800,30.4,69.6,2024-11-25 10:10
≥ÎµÈº∂,,ø©¿Ø,800,900,25.5,74.5,2024-11-25 10:20
≥ÎµÈº∂,,ø©¿Ø,700,800,28.7,71.3,2024-11-25 10:30
≥ÎµÈº∂,,ø©¿Ø,700,800,26.6,73.4,2024-11-25 10:50
≥ÎµÈº∂,,ø©¿Ø,600,700,23.3,76.7,2024-11-25 11:00
≥ÎµÈº∂,,ø©¿Ø,500,600,25.6,74.4,2024-11-25 11:10
≥ÎµÈº∂,,ø©¿Ø,600,700,21.9,78.1,2024-11-25 11:20
≥ÎµÈº∂,,ø©¿Ø,600,700,21.5,78.5,2024-11-25 11:30
≥ÎµÈº∂,,ø©¿Ø,600,700,23.1,76.9,2024-11-25 11:55
≥ÎµÈº∂,,ø©¿Ø,500,600,25.1,74.9,2024-11-25 12:05
≥ÎµÈº∂,,ø©¿Ø,600,700,22.9,77.1,2024-11-25 12:15
≥ÎµÈº∂,,ø©¿Ø,500,600,23.1,76.9,2024-11-25 12:35
≥ÎµÈº∂,,ø©¿Ø,600,700,21.6,78.4,2024-11-25 12:45
≥ÎµÈº∂,,ø©¿Ø,500,600,24.3,75.7,2024-11-25 12:55
≥ÎµÈº∂,,ø©¿Ø,700,800,31.0,69.0,2024-11-25 13:05
≥ÎµÈº∂,,ø©¿Ø,800,900,28.4,71.6,2024-11-25 13:15
≥ÎµÈº∂,,ø©¿Ø,700,800,30.2,69.8,2024-11-25 13:25
≥ÎµÈº∂,,ø©¿Ø,800,900,28.0,72.0,2024-11-25 13:35
